Özgün Değer Rapor	Özgün Değer
Proje önerisi esnek çalışma ve aile hayatını uyumlaştırma politikalarının Türkiye üzerinde incelenmesi yönüyle özgündür. Türkiye'den elde edilecek veriler, sosyal politikaların geliştirilmesi açısından yarar sağlayacağı gibi ulusal ve uluslararası literatüre de katkı sağlayacaktır.	4,00
"Proje önerisi, sadece sosyolojide değil bütün sosyal bilim araştırmalarında ve pazar araştırmaları yapan sektörün gerçekleştirdiği çoğu araştırmalarda kullanılan sosyo-ekonomik seviye (SES) endeksi geliştirmeyi hedeflemektedir. Ülkelerin sosyolojik yapılarının farklılığı sebebi ile uluslararası tek tip bir ölçeği kullanmak mümkün olmamaktadır. Türkiye'de bugüne kadar kişi ya da kurumsal olarak uyarlanmış endeksler kullanılmaktadır. Ancak, bu endekslerin hiç birisinde mesleki itibar endeksi oluşturulmadığından, çeşitli açılardan eleştiriler yapılmaktadır. Bu proje ile önerilen SES endeksinin oluşturulmasında, mesleki itibar endeksinin de yapılıyor olması projenin özgün değerini oluşturmaktadır. Çalışmanın alanında ilk olması, projeye ayrıca bir özgün değer yüklemektedir.Önerilen proje ile Türkiye'de ilk defa bilimsel bir SES Endeksi geliştirilmiş olacak ve ulusal bir model ortaya çıkacaktır. Böylece sosyoloji, siyaset bilimi, iktisat, işletme, reklamcılık ve halk sağlığı gibi akademik disiplinlerde çalışan akademisyenler; reklamcılık, pazarlama, ürün geliştirme, araştırma-geliştirme, eğitim gibi sektörler; kalkınma, sağlık, eğitim gibi alanlarda yerel, ulusal ve uluslararası düzeyde politika yapıcılar ve uygulayıcılar araştırma projesi kapsamında geliştirilecek olan SES Endeksi'nin doğrudan kullanıcıları olacaklardır."	4,75
"Bu proje ile Mersin ilinde, bireylerin siyasal algı, tutum, beklenti ve davranışlarındaki farklılaşma, kırsal ve kentsel alanlar temelinde karşılaştırmalı olarak incelenecek, böylece, kırsal ve kentsel mekânlarda yaşayan bireylerin siyasi katılım ve siyasi davranışlarındaki farklılaşma ve bu farklılaşmanın altında yatan sosyolojik dinamikler ortaya konmaya çalışılacaktır.Önerilen proje konu bakımından kır ve kent yerleşimlerindeki siyasal davranış farklılaşmaları konusunda Türkiye'deki mevcut bilgi birikimine belli bir katkı yapma potansiyelini haizdir. Ancak bu katkının nasıl ve ne ölçüde olacağı proje önerisinde yeterince açıklanmamıştır. Başvuru formundaki ilgili bölüm çoğunlukla ilgisiz enformasyonla doldurulmuş, projenin olası gerçek katkılarından pek fazla söz edilmemiştir. Ayrıca araştırmanın ""sistematik"" olması -ki zaten bu beklenen bir şeydir- fazladan bir katkı (""ayrı bir özgün değer"") olarak sunulmuştur. Yine Türkiye'de yakın zamanda yerel yönetimler kanununun değişmiş olması zikredilmiş, fakat projenin özgün değerini nasıl artıracağı belirtilmemiştir. Bunlara ilaveten, proje önerisinde yer alan literatür özeti, konuyu bu literatürde mevcut bir boşluğa yerleştirmekten ziyade kısmen basit ders kitabı bilgileri, kısmen de bir kaç kaynaktan (özellikle Golder 2005) yapılmış özet şeklindedir. Bu bölümde ayrıca yer yer tekrarlar ve gereksiz bilgiler bulunmaktadır. Ayrıca araştırmanın teorik çerçevesini yapısal-işlevselci yaklaşımın teşkil edeceği söylenmekte, ancak bu gerekçelendirilmemekte ve konuyla bağlantıları sarih bir şekilde açıklanmamaktadır. Öte yandan böyle yeni bir araştırmanın aynı zamanda özgünlük içermesi için Mersin'i projede bahsedilen şekilde çalışmanın, bugüne kadarki siyaset sosyolojisi ve Türkiye siyasal hayatına dönük tartışmalar içerisinde nereye oturduğunun, bu tartışmalara nasıl yeni bir katkı sunacağının ve ne gibi yeni soruların önünü açacağının belirtilmesi gerekir. Özgünlükle ilgili bir diğer nokta araştırmacının sıraladığı hipotezleri sınamanın genel siyaset sosyolojisi açısından nasıl bir öneme sahip olduğunun belirtilmemiş olmasıdır. Araştırmacının literatür taraması bu hipotezlerin daha önce ele alındığı kaynaklara ve çalışmalara göndermede bulunmaktan çok, son derece genel geçer demokrasi/siyasal katılım tartışmalarına göndermede bulunmakla yetinmektedir. "	2,40
Projenin literatür özeti oldukça detaylı olmakla birlikte konusu ve araştırma projesi tasarımı itibarı ile özgün değeri yeterince öne çıkarılması konusunda sorunlar vardır. Bu sorunlar şu şekilde belirtilebilir: Özgün değer olarak araştırmanın hipotezleri sunulmuştur. Özgün konu üzerine odaklanılmamıştır. Projeyi önceki çalışmalardan ayıran hususlar yeterince belirginleştirilmemiştir. Literatür taramasının problematiği kapsayıcı bir genişlikte olduğu izlenimi elde edilememiştir. Ayrıca projenin İngilizce ve Türkçe özetleri örtüşmemektedir. 	2,60
"Proje önerisi, bireylerin siyasi kimliğinin oluşması ile tüketim ürünleri arasındaki ilişkiyi aramaya yöneliktir. Konu başlığı ilgi çekicidir. Ancak proje önerisinin konusu ve mevcut literatürdeki eksiklikler yeterince ortaya konularak yapılacak projenin kapsamının tam olarak ne olduğu ve ne tür bir boşluğu doldurmak üzere tasarlandığı yeterince açık bir şekilde ifade edilmemiştir. Önerilen projenin, bu eksikliklerin giderilmesi ve sorunların çözümüne yönelik özgün ve yaratıcı bir katkısı görünmemektedir. Yapılan literatür taraması da daha ziyade genel-geçer bilgileri yansıtmakta olup oldukça yetersiz görünmektedir. Önerilen projenin kavramsal ve teorik katkısı da söz konusu değildir. Projenin amacı değerlendirildiğinde, ""Türkiye’de siyasi kimliklerin oluşum sürecinde ve farklılaşmasında tüketim faktörünün etkilerinin” araştırılacağı belirtilmektedir. Diğer taraftan da bireyin siyasi kimliği ve tüketim ürünleri ilişkisinin araştırılacağı ifade edilmektedir. Bu durumda projenin gerçek amacının öncelikli olarak ""siyasi kimlik oluşumunda tüketim faktörlerinin etkisi"" mi yoksa, ""siyasi kimliğin sonucu olarak bireylerin hangi tüketim ürünlere yöneldiklerinin” mi olduğu iç içe geçmiştir.  Kullanılması önerilen yöntem ve somut tekniklerin uygunluğunu tartışmadan önce proje önerisinde bir yönteme konu olabilecek bütünlüklü bir konunun ortaya konup konmadığı ve buna eşlik eden anlamlı ve makul araştırma sorularının geliştirilip geliştirilmediği sorgulanmalıdır. Bu açıdan bakıldığında projenin kavramsal çerçeve, araştırmanın kapsam ve ekseni, araştırma soruları ve nesnellik boyutlarında ciddi sorunlara sahip olduğu göze çarpmaktadır. İlk olarak proje önerisinde ""kimlik"" kavramına verilen içerik sorunlu ve kendi içinde çelişkilidir. Literatür taraması içerisinde kimlik bazı yerlerde bir kolektife ya da toplumsal gruba aidiyet üzerinden ele alınırken kimi yerlerde de normatif kimi bireysel nitelikler kimlik tanımının içerisine yerleştirilebilmektedir. Kimlik kavramında görülen sorun araştırmanın ana değişkenlerinden biri olan ""siyasal kimlik"" kavramı için de geçerlidir. Araştırma önerisinde siyasi kimlikle kastedilenin bir ideolojiye mi, bir siyasi partiye mi mensup olmak anlamına geldiği anlaşılamamaktadır? Araştırma önerisinde diğer bir temel kavram olan ""tüketim kalıpları"" da belirsiz bir şekilde kullanılmıştır. Örneğin önerinin kimi yerlerinde bir markayı bilinçli bir şekilde boykot etmek de bir ihtiyacı gidermek de bir tüketim kalıbı pratiği olarak değerlendirilmekte, bu da kavramın açıklayıcılığını azaltmaktadır.Proje önerisinde bir dizi araştırma sorusundan bahsedilse de bu soruları birbiriyle bütünleyecek bir ana sorunsalın ve analiz çerçevesinin olmadığı göze çarpmaktadır. Örneğin siyasi kimlik-tüketim arasındaki ilişki dışında siyasi kimliğin oluşumunda ailenin rolünün de ""tamamlayıcı"" olarak inceleneceği belirtilmiş bu incelemenin hangi bağlamda, ne tür ilişkileri ortaya çıkarmak amacıyla yapılacağı anlatılmamıştır. Yine proje önerisinin bütünüyle ikna edici ve sistemli bir şekilde ilişkilendirilmeksizin ""uluslararası şirketlerin standardizasyon"" politikalarının da önerinin başka bir yerinde ayrı bir eksen olarak ortaya çıkması projenin kapsamı hakkındaki belirsizliği beslemektedir.  Araştırma önerisinde gözlemlere dayalı olduğu söylenen bazı kanaatlere gerçek birer toplumsal olgu muamelesi yapılmaktadır. Siyasal ""kimliklerin tüketim kalıpları ve yaşama tarzlarındaki benzeşmelerin"" olduğu tespitiyle tam olarak neyin kastedildiği söylenmediği gibi bu kanaat herhangi bir somut olguya dayandırılmamıştır. "	1,60
Projenin denekleri kırsal kesimde iç ve dış göç nedeniyle kalan yaşlı bir nüfus,  emekli olup köyüne dönen, kökünden kopmak istemeyen ve doğduğu yerde yaşlanarak ölmeyi isteyen yaşlılardır.  Projenin konusunu kırsal kesimde yaşayan yaşlıların sosyo-ekonomik profillerinin, yaşam kalitelerinin, sosyo-ekonomik profilleriyle yaşam kaliteleri arasındaki ilişkilerin Zara köyleri örneğinde hem sosyolojik olarak hem de halk sağlığı açısından ortaya konulması oluşturmaktadır. Proje Sivas’ın Zara ilçesinde ve merkeze bağlı köylerinde yürütülmesi planlanmış ve sosyoloji, halk sağlığı ve siyaset bilimi perspektifleri bir arada kullanılarak disiplinlerarası bir yaklaşım benimsenerek öneriler geliştirilmesi hedeflenmiştir.Projenin konusu kırsal kesimdeki yaşlılarla ilgili bir çalışma olduğundan özgündür. Yaşlılar ile ilgili çok fazla çalışma olmayıp toplumda yaşlılar dezavantajlı sosyal grup içerisinde yer almaktadır. Kırsal alanda yaşayan yaşlılar kent toplumunda yaşayanlara göre kırsal alanın da dezavantajlarını üzerlerinde barındırmaktadır. Ekonomik sıkıntı, sağlık ve sosyal hizmetlere erişememe, yalnızlık kırda yaşayan yaşlıların yaşam koşullarının incelenmesini gerektiren bir konudur. Projede yaşlıların yaşam ve sağlık koşullarının ortaya konularak sosyal politika  önerilerinin geliştirilmesine yönelik amaçlar ve  Sivas-Zara örneğinde betimsel olarak ortaya çıkarılması Zara İlçesindeki göç ve nüfus istatistiklerine göre çalışmayı özgün kılmaktadır. Geçmişte verilen projeye göre yeni projede istenilen değişikliklerin yapıldığı görülmektedir. Konuyla ilgili yeterli düzeyde yerli ve yabancı literatür taraması yapıldığı görülmektedir.Ancak çalışma sonuçlarının hangi teorik yaklaşım ışığında ele alınacağına dair net bir öngörü yoktur. Her ne kadar konuyla ilgili teorik çalışmalardan bahsedilse de seçilen modernleşme yaklaşımının güçlü ve zayıf yönleri belirtilmemiştir.	4,00
"Proje önerisi daha önce değerlendirilmiş ve desteklenmesi uygun bulunmamıştır. Bir önceki panel raporu çerçevesinde saptanan sorunların önemli bir kısmının dikkate alınmadığı ve projenin buna göre yeterince geliştirilmediği anlaşılmaktadır. Halen projenin bilimsel/akademik anlamda katkısının ne olduğuna yönelik sorunlar bulunmaktadır. Proje başvurusunun çeşitli yerlerinde projenin temel amacının kadın girişimciliğinin desteklenmesi ve geliştirilmesi olduğu vurgulanmakta, bunun nasıl bilimsel bir katkıya dönüşeceği tam olarak açıklanamamaktadır. Projenin konu ile ilgili politikaların geliştirilmesi ve farkındalık arttırmaya katkı sağlayacağı açıktır, ancak akademik olarak sağlayacağı artı değerin daha net belirlenmesi gerekmektedir.Çalışmanın özgün değerlerinden biri olarak; “bölgenin girişimcilik potansiyelinin kadınlar lehine araştırılmasını sağlayacak bir çalışma olmasıdır” denmektedir. Ancak mevcut potansiyeli kadınlar lehine çevirmenin ekonomik, sosyal ve kültürel gerekçeleri bölge açısından yeterince ortaya konulmamıştır. Kadın istihdamının önemine değinilse de, bölge açısından önemi üzerinde durulmamıştır. Projede araştırmanın bir diğer amacı da, kadın girişimcilerin toplumsal cinsiyet farkındalığını arttırmayı hedeflemektedir. Araştırmada kadın girişimciliğin geliştirilmesinin toplumsal, ekonomik, kültürel vb. boyutlarından ve katkılarından ayrıntı ile bahsedilmiş. Fakat “kadınların cinsiyet farkındalığını arttırmanın” kadın girişimciliğinin geliştirilmesine katkısı yeterince gerekçelendirilmemiştir. Sadece amaç ve hedefler bölümünde “kadın girişimciliği alanında toplumsal cinsiyet bakış açısına sahip olunması konunun kadın boyutuna özel bir dikkatle yaklaşmayı, konuyu kadınlara özgü yanlarıyla birlikte ele almayı ve kadın girişimciliğini geliştirmeyi gerektirmektedir” denmektedir. Araştırmanın iki temel boyutta ele alınacağı gerçeğinden yola çıkıldığında “Kadın girişimciliğini geliştirme” boyutu ayrıntılı bir şekilde ele alınıp gerçekleştirilirken “toplumsal cinsiyet farkındalığını arttırma” boyutu ise yeterince gerekçelendirilememiştir. Bu eksikliğin giderilmesi projenin amaçlarına ulaşması açısından zorunlu görülmektedir. Ayrıca amaç ve hedeflerin son cümlesinde paylaşılan deneyimlerin “kadınların dayanışma ve güçlenme stratejileri ve sorunlarla baş etme kapasitelerini geliştirerek, toplumsal cinsiyet temelli güç ilişkilerinin dönüştürülmesine katkı sağlanacaktır” denmektedir. “toplumsal cinsiyet temelli güç ilişkilerinin dönüştürülmesi” ile ne amaçlanmaktadır? Toplumsal cinsiyet temelli güç ilişkileri sadece girişimciliğin arttırılması ya da ekonomik yeterliliğin elde edilmesiyle mi sağlanacağı varsayılmaktadır? Bu konuda projede yeterli açıklamaya yer verilmemiştir.Diğer yandan salt cinsiyet temelli (kadın-erkek) ekonomik potansiyel araştırmaları soruna tek boyuttan bakacağı için incelenen bölgenin “mevcut girişimci potansiyelin toplam kapasitesini” gözden kaçırılmasına neden olabilir. Bu araştırmada da aynı duruma düşülme ihtimali vardır."	2,60
Önerilen proje Türkiye'nin bugün karşı karşıya kaldığı çok önemli bir sorunla ilgili olmasının yanı sıra daha önce bu konuda yapılmış herhangi bir sosyolojik çalışmanın bulunmaması nedeniyle de literatürde önemli bir boşluğu dolduracak, ayrıca Türkiye toplumunun karşılaştığı bu sorunun çözümüne yönelik gerek politika önerileri, gerekse de politika geliştirme açısından bir kaynak çalışma olması itibariyle bir hayli önemli potansiyeli taşımaktadır. Dolayısıyla birden fazla alanda katkı yapabilecek bu projenin amaç ve hedefleri de proje önerisinde açık bir şekilde belirtilmiştir. Önceki panel raporunda ifade edilen literatüre ilişkin eksiklikler belli ölçüde giderilmiştir. Araştırma göç sonrası ortaya çıkma olasılığı olan ırkçılık, yabancı düşmanlığı, temel insan hakları ihlalleri gibi sorunların çözümüne ışık tutacak, tutmaya çalışacak bilimsel veri toplamayı hedeflemektedir. Araştırma sonucunda elde edilecek veriler sonunda politika yapıcılar için oldukça önemli veriler sunabilir.  	4,20
Önerilen araştırma daha önce Anadolu Kaplanlarıyla ilgili olarak yapılan çalışmalarda değinilse de genellikle pek derinleştirilmemiş bir konu olan erkeklik meselesine toplumsal cinsiyet perspektifinden odaklandığı için yeterince özgün bulunmuştur. Bu bağlamda proje tasarımında bu girişimcilerin eşleriyle yapılacak çalışmalar da ayrıca önemli görülmüştür. Ayrıca literatür özeti bölümünde kısaca özetlenen teorik çerçeve de bu anlamda konu seçimine gayet uygun düşmektedir. Dolayısıyla araştırmanın yeterince özgün bir nitelik taşıdığı düşünülmektedir.	4,60
"Proje konusu önemli olmakla birlikte önerilen araştırma özgün değer açısından yeterli bulunmamıştır. Konu, kapsam ve literatür özeti hakkında gerekli ve geniş bir araştırma sunulmamıştır. Yararlanılan kaynaklar genellikle çeşitli üniversitelerde yapılmış yüksek lisans tezlerinden oluşmaktadır. Literatürün bilimsel araştırma kuralları çerçevesinde verilmediği, aynı kaynaklardan tekrar tekrar alıntı verildiği görülmektedir. Kaynakçanın verilme biçimi de doğru değildir. Berdelin başlangıcı, gelişmesi, hangi toplumlarda uygulandığı, paranın kullanılmadığı döneme ait olup olmadığı gibi hususlarda yeterli açıklık yoktur. Bu nedenlerle projenin özgün değeri düşük bulunmuştur. Ayrıca proje önerisinde bilgi toplama tekniği olarak anket tekniğinin kullanılması düşünülmektedir. Berdel gibi karmaşık ilişkilerin ve çok sayıda faktörün ortaya çıkardığı bir evlilik türü/aile yapısının sadece anket tekniği ile anlaşılması ve açıklanması mümkün görünmemektedir. Ayrıca gösterecekleri tepkiler ve güvenlik tehlikesi sebep gösterilerek Berdel'in gerçekleşmesinde etkili olan aile büyükleri ve erkek eşlerle görüşülmemesi, sadece kadınlardan bilgi toplanması da metodolojik açıdan bir yetersizlik olarak görülmektedir. Berdel evlilik olgusunun çok daha az kişi ile ama olayın bütün tarafları ile bizzat görüşülerek (""derinlemesine görüşme"") ve ""katılımlı gözlem"" yapılarak gerçeklerin ortaya çıkarılabileceği bir konu olduğu düşünülmektedir."	1,00
"Proje önerisinin ana amacı, seçici dikkatin kontrolünü açıklamakta kullanılan malzemenin uyumluluk oranı etkilerinin altında yatan bilişsel süreçleri belirlemektir. Proje önerisi, seçici dikkat kontrolünü açıklamaya yönelik iki kuramsal yaklaşımdan (Uyarıcı-Tepki Öğrenme ve Çatışma Denetimi) hangisinin daha üstün olduğunu bir dizi deneyle açıklamayı hedeflemektedir. Bu bağlamda, proje önerisinde iki adet özgün uygulama önerilmiştir. Bunlardan ilki, uyumluluk oranı belirlemek için kullanılan yöntem (Stroop görevindeki renk ve kelime boyutlarının farklı zamanlarda sunulması), ikincisi ise bağımlı ölçümlerin (sözel tepkiler: doğru, yanlış, geçersiz) ses dosyalarına kaydedilerek belirlenmesidir.Geçmişi oldukça eskilere dayanan dikkat ve dikkatin kontrolü çalışmalarının davranışsal düzeyde incelenip açıklanması alanda yeniden popüler olmuş bir konudur. Ancak, ""dikkat süreçlerinin doğasından"" kaynaklanan (msn. mertebesinde çok kısa süreler içinde ve hızlı gerçekleşiyor olması) teknik sıkıntılar bir dizi deneysel tasarımlarla veya dikkat süreçleri esnasında görece daha dakik olan fizyolojik temelli (EEG, ERP, F-MRI, F-NIRS gibi) ölçümlerin alınması yoluyla aşılmaya çalışılmaktadır. Mevcut proje önerisi bu çabalardan ilkini yani davranışsal deneyler yapma çabasını temsil etmektedir. Bu yönüyle, önerilen projenin bilişsel psikoloji alanına özgün katkısı metodolojik açıdan bilinen bir teknikte yeni bir manipülasyon (Stroop görevinde/testinde kullanılan ve Stroop etkisini ortaya çıkaran uyarıcıların farklı zamanlarda sunmak)  uygulamak olarak belirtilebilir. Bağımlı ölçümün ses kaydı olarak alınması (ses dosyalarında toplanması) ise özgün bir yön olarak değerlendirilmemiştir. Ses dosyası oluşturmak yerine basit bir ses kayıt cihazı ile ses kaydı alıp, sonrasında deşifre etmek mümkündür. Klasik olarak katılımcının tepkilerini testörün sayarak kaydetmesinde ciddi deneyci hataları olmamaktadır. Bu bağlamda, önerilen ölçüm alma biçimi özgün olarak değerlendirilmemiştir."	3,67
"Proje konusu ülkemiz alan yazını açısından ihmal edilen bir konu olan boşanma ve boşanma sonrası uyuma odaklanması açısından önemlidir. Son yıllarda boşanan çiftlerin sayısındaki artış dikkate alındığında proje anlamlı ve önemli bir çalışma olarak değerlendirilmektedir. Öte yandan projenin temel amacı ve gerekçesi güçlü olmakla beraber, kavramsal ve kuramsal çerçevesi yeterince güçlü izlenimi vermemekte bazı tutarsızlıkları içinde barındırmaktadır. Örneğin projenin kuramsal ayağının “Aile Yılmazlığı” üzerine temellendirildiği görülmektedir. Bilindiği gibi aile yılmazlığı; ailede yaşanan stres, kriz ve zorlanma durumlarında ortaya çıkan ailenin kendini toparlayabilme gücü olarak kavramsallaştırılabilir. Oysaki boşanma başlı başına bir kriz ve ailenin kendini toparlayabilme gücünün zayıflığının göstergelerinden biri olarak değerlendirilebilir. Ayrıca proje önerisinde kavramsal/kuramsal temellerin yeterince açıklanmamış olması, gerek nicel çalışma gerekse web tabanlı eğitim programının etkililiğini azalmaktadır. Örneğin boşanan çiftlerin -en azından bazıları- yeni bir aile kurmuş olabilirler. Bu durumda “aile” ve “aile yılmazlığı”nın nasıl kavramsallaştırılacağı net değildir. Yasal olarak boşanan eşleri bir aile gibi düşünmek uygun görünmemektedir. Boşanan eşler artık bir aile değil daha çok ebeveynlerdir. Boşanma karı kocalık ilişkisinin sonlandırılmasıdır, ebeveynliğin sonlandırılması değildir. Sonuç olarak, projenin konusu önemli bir sorunu işaret etmekle beraber, kavramsal/kuramsal temellerinin yeterince açık ifade edilmemiş olması proje çıktılarından elde edilmesi düşünülen verimi azaltabilir. Öte yandan, bu değerlendirmeler çalışmanın önemini kuşkusuz azaltmaz ama etkililiğini ve soruna yapısal katkı sağlama potansiyelini zayıflatabilir.  "	2,83
Proje önerisinde, Türkiye’de evli çiftlerin evlilik kalitesini belirlemek amaçlanmaktadır. Her ne kadar günümüzde evlilik kalitesini yordayan değişkenler ve bu değişkenlerin yordamadaki önemini ve katkılarını saptamak önemli olsa da, projede ciddi yöntemsel eksiklikler bulunmaktadır. Önerisinde her ne kadar Türkiye’de evlilik üzerine yapılan çalışmaların yeterli olmadığı belirtilse de son yıllarda bu konu üzerine yapılan çalışmalar giderek artmaktadır. Bu çalışmaların en büyük sınırlılığı genellikle tek bir eşle çalışılmasıdır. İkili ilişkiler bir bütün olarak düşünüldüğünde bu yöntem pek çok verinin kaybolmasına ya da anlaşılmamasına neden olabilmektedir. Türkiye’de evlilik kalitesini belirleyecek olan faktörlere ilişkin kompleks bir modelin anlaşılması ancak her iki eşten bilgi alınarak oluşturulabilir. Ancak, projede iki eşe de ulaşmanın mümkün olmadığı durumda sadece evli kişilerden veri toplanacağı belirtilmiştir. Fakat bu durum, hedeflenen amaca ulaşmada ciddi sorunlar oluşturacak ve projenin özgün değerini zayıflatmaktadır. Bu şekilde toplanan bir verinin Türkiye’yi temsil etmesi mümkün gözükmemektedir.Proje önerisinde uzun bir literatür özetinin sunulmasına karşın, literatür kapsamında öncül hipotezler ve/veya tüm olası hipotezleri özetleyen söz ettikleri türde kompleks kuramsal bir model önerisi sunulmamaktadır. Bununla birlikte, Türk kültüründe, hangi yordayıcı değişkenlerin, hangi kültüre özgü yapı veya süreçlerden hareketle (yani hangi gerekçelerle) dünya literatüründen farklı olarak evlilik kalitesini yordayıp yordamayacağına yönelik kültüre özgü hipotezler de belirtilmemiştir.Proje önerisinde, çok sayıda değişkenin çalışmaya dahil edilmesi ancak bu değişkenler arasındaki kompleks ilişkilerin projede ele alınmaması çalışmanın amacını belirlemeyi  zorlaştırmakta ve özgün değerini zayıflatmaktadır.	1,17
Türkiye için kültüre özgü, geçerliği ve güvenirliği test edilmiş bir krize müdahale programının geliştirilmesi ya da uyarlanması oldukça önemli ve eğitim sistemine sağlayabileceği katkılar açısından zorunlu bir çalışmadır. Ancak, bu tür bir çalışmanın kurumsal işbirliği ile yürütülmesinde büyük yarar bulunmaktadır. Seçilen örneklemin çok yerel ve kısıtlı olması geliştirilen programın yaygınlaştırılabilirliğini ortadan kaldırmaktadır. Bu nedenlerle proje önerisinin özgün değeri zayıf bulunmuştur.	2,83
Proje önerisi anne kız arasındaki bağlanma ilişkisinin ve bu ilişkinin annenin psikolojik iyilik durumu ve kızın bakım verme ve annenin bakım alma öngörüleri üstündeki etkilerinin kapsamlı nicel incelenmesini amaçlamaktadır. Bu projede ayrıca Yetişkin Bağlanma Ölçeği'nin Türkçe'ye uyarlanması hedeflenmektedir. Araştırmanın özgün değer ve katkısı, alanyazında vurgusu olmasına rağmen araştırılmamış olan anne-yetişkin kız çiftlerinin bağlanmasının araştırılmasıdır ve bu özelliklerinin annenin psikolojik iyilik hali ve tutumları üzerindeki etkilerine bakılmasıdır. Annelerin bakım alma ve yetişkin kızların bakım verme tutumlarına dair uluslararası yazının mevcut olduğu belirtilmiştir. Ayrıca, Türk yazını açısından katkı, yetişkin kızları olan annelerin genel gündelik ve duygusal ihtiyaçları ve bunları gidermeye yönelik tutumları konusunda bulguların sağlanmasıdır. Ülkemizde ihmal edilen bir konu olan geriatrik psikoloji alanına katkı sağlayacak bir çalışma olması da proje önerisinin özgün değerini arttırmaktadır.	4,50
Proje önerisi evliliklerinin ilk yılındaki çiftlerden farklı zamanlarda ölçüm alarak, evliliğin gidişini etkileyen etkenler hakkında bilgi toplaması yeni ve faydalı bir bilgi sağlayabilir.Proje, dört ayrı zamanda, fizyolojik ölçümleri de içerecek şekilde çoklu yöntemlerle boylamsal veri toplayacak ve ikili veri analizi (dyadic data analysis) yöntemiyle evli çiftlerin birbirleri üzerindeki kesitsel ve boylamsal etkilerini inceleyecek şekilde önerilmektedir. Önerilen projenin yöntemsel yeniliği, evliliğin ilk yıllarında eşler arası etkileşimsel değişimi modellemesi ve uygulamaya yönelik bilgi üretme potansiyeli, özgün değerini yükseltmektedir.	4,83
"Proje önerisinin Türkiye toplumunda ""Namus kültürlerinde kadına yönelik şiddeti"" araştırma amacı, psikoloji alanı içinde konuyla ilgili çok az çalışma olduğu gözönüne alındığında, konusu bakımından özgün bir değer taşıma potansiyeline sahiptir. Bununla birlikte, bu konuyu ele almada kullanılması planlanan yöntemsel yaklaşım, genel olarak Türkiye'de üzerinde çalışılmamış ölçeklere ve modellere dayanmaktadır; böylesi ""kültürel"" arka planın önemli olduğu bir konuda, başka kültürel bağlamlarda yapılmış çalışmalara dayalı bir anlayış, projenin özgün değerini sınırlandırmaktadır."	3,00
