Yöntem Rapor	Yöntem
Yöntem ve metodoloji, sistemsel (davranışsal ölçüm ve hesaplamalı model) ve moleküler/hücresel (optogenetik) teknikler içermektedir. Daha önce geliştirilmiş deney parametreleri, deneysel ölçüm/metrikler ve optogenetik manipülasyon arasındaki ilişki iyi kurulmuştur.Ek bir unsur olarak, araştırılan kortiko-striat-talamik kapalı döngüsü motor hareketlerin planlanması, hareket dengesi (bazı hareketlerin baskılanması, diğerlerinin fasilite edilmesi) için de önemlidir. Bu kapalı döngünün herhangi bir parçası üzerindeki optogenetik manipülasyon motor hareketlerde de bozulmalara yol açabilir. Bu durumun davranışsal verileri ve bunlara dayalı zaman algısı yorumlamalarını ne derece etkileyeceği tam olarak tartışılmamıştır. En kötü senaryoda, bu durum düz (flat) psychometric curve elde edilmesine (diğer bir deyişle ceiling/floor etkisi) yol açabilir. Risk yönetimi tablosunda böyle bir durumda nasıl bir yol izleneceğinin eklenmesi tavsiye olunur.Cerrahi yöntem yüksek el becerisi gerektiren bir yöntemdir. Dolayısıyla hem işlemi yapacak kişinin eğitim süresi, hem de denek kaybı ihtimali dikkate alınmalı ve bu aksamaların deney süresini uzatıcı etkisinin B planı kapsamında değerlendirilmesi önerilir. 	4
Araştırma deseni araştırmanın amacına ulaşmasına uygun değildir. Şöyleki, Bu çalışmanın örneklemi 6-14 yaş aralığında, ilkokul ve ortaokula devam eden mülteci çocuklar ve bu çocukların devam ettiği okullardaki ev sahibi çocuklardan oluşacaktır. Bu kapsamda, 250 mülteci çocuk ve bu çocukların birlikte eğitim aldıkları 250 yaşıt ev sahibi çocuk olmak üzere toplam 500 çocuğa ulaşılması hedeflenmektedir. Bu çocuklara ön test-son test uygulanacaktır ancak bir kontrol grubu yer almamıştır. Kontrol grubu olmaksızın projenin hedeflediği müdahale programının etkililiğini bilimsel olarak test etmek olanaksızdır. Kontrol grubunun oluşturulması için bekleme listesi oluşturma yöntemi kullanılabilir. Mülteci ve ev sahibi çocuk ve ergenlerin daha önce benzer ya da ilişkili bir programa dahil olup olmadığı belirtilmemiştir. İlk ölçümde çocuğa ait bireysel özellikler, aile ile ilgili ve zorunlu göç sırasında ortaya çıkan faktörler ve çocukların Türkiye'de barınma koşulları gibi sonuçları etkileyebilecek çok sayıda faktör göz ardı edilmiştir.Önerilen projenin örneklemini Ankara ili ve çevresindeki dört farklı ilde ilkokul ya da ortaokula devam eden mülteci çocuk ve ergenler ile onların yaşıtı olacak ilkokul ve ortaokul öğrencileri oluşturacaktır. Ancak bu illerdeki mülteci sayısı ve öğrencilerle ilgili gerekli istatistikler verilmemiştir. Örnekleme dâhil edilme ya da dışlanma kriterleri açık değildir. Sınıf içinde mülteci/ev sahibi oranlarındaki değişikliğin nasıl dikkate alınacağı açık değildir. Müdahale uygulamalarının kaç kişilik gruplarla, nerede, ne zaman ve hangi dilde yapılacağı açık değildir. Uygulanacak program sürecinde mülteci çocukların kendi olumsuz yaşantılarına yönelik anıların canlanması rahatsızlık hissettirebilir. Benzer şekilde ev sahibi çocuklar açısından da bu süreçte rahatsızlık veren durumlar olabilir. Ayrıca mülteci ailelerden alınacak bilgilerde annenin rahatsızlık duymasına ya da olumsuz anıların tekrarlanmasına neden olabilir. Etik olarak bu gibi durumlar için B planı kurgulanmamıştır.Projenin özgünlüğü olarak belirtilen sanal gerçeklik terapi yöntemine bağlı olarak seçilen tüm filmlerin son aşama olarak izletileceği belirlenmiştir. Bu uygulamanın etkisinin test edilmesi açısından bir ön-test son-test çalışması eksiktir. Proje metninde mülteci çocukların ana babaları, ev sahibi çocuklar ve ana babaları ve öğretmenlerden söz edilmektedir ancak mülteci çocukların anneleri dışında psikososyal uyumlarını destekleyecek diğer kişilerle ilgili herhangi bir ölçüm alınıp alınmayacağı, elde edilmesi öngörülen farklılaşmada bu aktörlerin rolünün olup olmadığı gibi soruların bu araştırmanın kapsamı dahilinde olup olmadığı net değildir. Belgesel film ve proje ilişkisi yeterince açık değildir. 	1
Projenin özgün değerinin yetersiz bulunması nedeniyle, bu kriterle ilgili değerlendirme rapora yansıtılmamıştır.	2
Projenin özgün değerinin yetersiz bulunması nedeniyle, bu kriterle ilgili değerlendirme rapora yansıtılmamıştır.	1
Projenin özgün değerinin yetersiz bulunması nedeniyle, bu kriterle ilgili değerlendirme rapora yansıtılmamıştır.	2
Proje önerisinde yöntem olarak araştırmanın safhaları tanımlanmıştır. Algı çalışmalarında geçerli olabilecek bir yöntem önerisinde bulunulmamıştır. Projede kullanılabilecek nitel ve nicel yöntemlerin ayrıntılı şekilde belirtilmesi gerekmektedir. Diğer taraftan yöntem kısmında aşağıda bulunan eksiklikler tespit edilmiştir:Hatırat ve arşiv belgelerinin konuyu dağıtacağı düşünülmektedir. Kuşkusuz bu kaynaklardan yararlanılabilir fakat birincil kaynak seviyesinde tutulması elzem görülmemiştir. Dolayısıyla araştırmanın ağırlıklı olarak gazetelere yönelmesi ve ayrıntılı taramalar yapılması, bu kapsamda sadece konuya dair haberleri değil gazete yazarlarının da görüşlerini ve süreçte yaşadıkları fikri değişimi yansıtmaları, bu haberler ve yazar görüşlerini detaylı analizinin projeye çok önemli değer katacağı düşünülmüştür.Proje önerisinde literatür hilafet ve Panislamizm çerçevesinde yoğunlaşmıştır. Oysa konunun modernleşme ve Sekülerleşme boyutu bulunmaktadır. Literatürün bu çerçeveyi kapsayacak şekilde ele alınması gerekmektedir. Proje önerisinde kaynakların hilafet algısını tespit etmedeki sınırlılıkları ve yeterliliklerinin tartışılmaması da bir eksiklik olarak değerlendirilmiştir. Projede “propaganda” sözcüğünün kullanılmasından imtina edilmemesi projeyi yöntem açısından güçlendirecektir. Böyle bir algı çalışmasında elde edilecek verilerin ne tür yöntemlerle analiz edileceği ayrıntılı bir şekilde tartışılmalıdır. Buradan çıkabilecek muhtemel handikaplar dolayısıyla, proje “kamuoyu” ve “algı” yerine basındaki hilafet tartışmalarına odaklandığında hem özgün değer hem de yöntemsel sorunların aşılması mümkün olacaktır.  Araştırma evreni yeterince ve net bir şekilde belirlenmemiştir. Ayrıca araştırmada kullanılacak basın kaynakları da net bir şekilde ortaya konulmamıştır. Hem araştırma evreni hem de hangi kaynakların kullanılacağı gerekçelendirilerek liste halinde verilmelidir. Araştırmanın süresi ve proje ekibinin imkanlarının kullanılacak kaynak miktarını ve araştırmanın evrenini etkileyeceği dikkate alınmalıdır. Proje önerisinde görülen tek bir vakanın tek bir faktörle izah edilmesi sorunlu olarak değerlendirilmiştir. Proje önerisinde belirtilen hedeflere nasıl ulaşılacağı ikna edici bir şekilde ortaya konulamamıştır. 	2
Projenin özgün değerinin yetersiz bulunması nedeniyle, bu kriterle ilgili değerlendirme rapora yansıtılmamıştır.	3
Projeni yöntemi karşılaştırmalı okuma ve yorum olarak belirtilmiştir. Bu kapsamda konsille ilgili tespit edilen belgeler (itikat metinleri, piskoposlar arası mektuplaşmalardan günümüze ulaşanların tespiti, İmparatorun konsile davet mektubu, İznik itikat metni, İznik Konsili yasaları) orijinal dilleriyle karşılaştırmalı olarak Türkçeleştirilecek ve çift dilli olarak yayına hazırlanacaktır. İznik Konsili’nin yasaları, itikadı ve ilgili metinler geç antikçağ Akdeniz dünyasının kültür birikimi çerçevesinde entelektüel ve tarihsel perspektiften yorumlanacaktır. Modern Batı dünyasının inanç arkeolojisinin bir boyutunu ortaya koyacak olan tarihsel yorumlama yöntemiyle, konsilin ve ilgili metinlerinin Hristiyan dünyadaki müteakip yansımaları tespit edilmiş olacaktır. Önerilen yöntem proje konusu için oldukça kullanışlı bir yöntemdir. Değerlendirmelerin disiplinlerarası bir bakış açısıyla yapılması proje yöntemi açısından olumlu bir tutumdur.  	5
Projenin özgün değerinin yetersiz bulunması nedeniyle, bu kriterle ilgili değerlendirme rapora yansıtılmamıştır.	1
"Projenin yöntem kısmında aşağıda belirtilen eksiklikler tespit edilmiştir:Proje önerisinin en önemli eksikliği, bir araştırma sorusunun olmamasıdır. Su temininin sosyo-ekonomik ve kültürel alt yapısının ne şekilde tartışılacağı öneride açık olarak belirtilmemiştir. Proje metninin yöntem kısmında, araştırmada kullanılacak yöntem ve araştırma tekniklerine değinilmemiş; yalnızca araştırmanın safhaları tanımlanmıştır.  Konunun yapısı gereği kuramsal bir çerçeveye oturtulmaması önemli bir eksiklik olarak değerlendirilmiştir. Tamamının gözden geçirilmesi mümkün olmayan geniş bir kaynak yelpazesi içinde hangi basın kaynaklarının kullanılacağı veya hangi seçki/örneklem ile taranacağı belirtilmemiştir. "	2
Projenin özgün değerinin yetersiz bulunması nedeniyle, bu kriterle ilgili değerlendirme rapora yansıtılmamıştır.	2
Proje önerisinde 2003 ve 2008 Türkiye Nüfus ve Sağlık Araştırması (TNSA) verilerinin kullanılması öngörülmektedir. Proje önerisi kapsamında bir dizi demografik çıktı inceleneceğinden sözü edilen veri setleri planlanan iş için uygundur. 2003 ve 2008 TNSA dışında daha eski ve daha yeni tarihli TNSA’ların kullanılması öngörülen yöntemin geçerliliğini test etmek açısından önemlidir. Proje önerisinde farkların-farkı yöntemi kullanılacaktır. Proje önerisi müdahalenin 1/0 olarak tanımlandığı bir farkların-farkı yöntemi yerine programdan yararlanma yoğunluğunun kullanıldığı bir yöntem önermektedir. Yöntemdeki bu tercihin nedeni proje önerisinde açıklanmamaktadır. Proje önerisinde 2003 ve 2008 yılı verilerinden hareketle ve iller arasında programdan yararlanma yoğunluğundaki fark kullanılarak farkların-farkı yöntemi ile program etkisi ölçülmeye çalışılacaktır. Program etkisi ölçümünde farkların-farkı yöntemi ilgili yazında sıklıkla başvurulan bir yöntem olmakla birlikte, nedensel etkinin doğru tespiti bazı koşullara bağlıdır. Bu koşullar ilgili yazında detaylı bir şekilde tartışılmaktadır. Proje önerisinde bu tartışmalara yer verilmemekte, proje önerisi için bu koşulların ne ölçüde karşılandığı anlatılmamaktadır. Proje önerisinde yönteme dair ortaya çıkan temel sorular kısaca şöyle sıralanabilir:Proje önerisi müdahalenin 1/0 olarak tanımlandığı bir farkların-farkı yönteminin yerine programdan yararlanma yoğunluğunun kullanıldığı bir yöntem önermektedir. Buradaki temel mesele müdahalenin az olduğu illerin ne ölçüde müdahalenin yoğun olduğu iller için kontrol grubu olarak kullanılabileceğidir. Farkların-farkı yönteminin ana varsayımı olan paralel trendler (common trends) varsayımının geçerliliği proje önerisinde tartışılmamaktadır.Proje önerisinde bağımlı değişkenler i ilinde y yılında yaşayan ç çocuğu için tanımlanmıştır. Buradaki pratik güçlük kullanılması planlanan veri setinin (2003 ve 2008 TNSA) iller bazında temsiliyetinin olmamasıdır. Veri seti 5 bölge bazında temsil gücüne sahiptir.Proje önerisinde okul çıktıları olarak okula kayıt ve devam durumu, demografik çıktılar olarak ise evlilik yaşı ve erken yaşta çocuk sahipliği kullanılacaktır. Ancak, hangi yaş grubunun analize tabi olacağı anlatılmamaktadır. Program etkisinin doğru ölçülebilmesi için analize tabi yaş grubunun başka tür programlardan da etkilenmemesi gerekmektedir. Şartlı eğitim yardımının yoğun olduğu illerde örneğin “Haydi kızlar okula” kampanyası gibi kampanyaların yoğun olarak uygulanması program etkisini ayrıştırmakta zorluk yaratacaktır. Şartlı eğitim yardımı programının etkilerinin diğer programlardan nasıl ayırt edileceği proje önerisinde yer almamaktadır.Şartlı nakit transferi programı çerçevesinde şartlı eğitim yardımı ile eş zamanlı olarak uygulanan bir başka program şartlı sağlık yardımıdır. Şartlı eğitim transferi programından yararlanmış olan yararlanıcılar daha küçük yaşlarda sağlık yardımından da faydalanmış olabilirler. Üstelik şartlı eğitim yardımının yoğun olarak uygulandığı illerin şartlı sağlık yardımının da yoğun olarak uygulandığı iller olma olasılığı vardır. Dolayısıyla, şartlı eğitim transferi olarak ölçülen program etkisi şartlı sağlık transferini de içeriyor olabilir.    Proje önerisinde, veri birleştirilmesinden bahsedilmekle birlikte bu konuda yeterince bilgi verilmemiştir. Proje önerisinde, yöntemle ilgili bir B Planı bulunmamaktadır. 	2
Proje önerisinin yöntemine ilişkin tespit edilen eksiklikler aşağıda ifade edilmektedir:Proje önerisinde kullanılacağı belirtilen İSO 500’deki imalat sanayii firmalarının, Türkiye imalat sanayi firmalarını yeterli düzeyde temsil edemeyeceği düşünülmektedir. Türkiye’deki imalat firmalarının büyük çoğunluğunu KOBİ’ler oluşturmaktadır.Proje önerisinde, ISO 500’deki imalat sanayii firmaları, temel politikalarının belirlenmesinde veya karar sürecinde yer alan üst düzey yöneticilerle elektronik bir anket yaparak birincil verilerin toplanması planlanmaktadır. Bu ana kütle ile yapılacak olan anketlerle istatistiksel analizlerde kullanılacak anlamlı büyüklükte bir gözlem sayısına ulaşılmasının mümkün olamayacağı düşünülmektedir. Firmalarla anket ya da mülakat yapmak başlı başına çok zor bir süreçtir. Nitekim bu verilerin sorunsuz bir şekilde toplanabileceğini kanıtlayan herhangi bir belge (Özel/Yasal İzin Belgesi) sunulmamıştır.Proje önerisinde örneklem tasarımı yeterince açıklanmamıştır. Örneğin kaç firma ile anket/mülakat yapılacağı belirtilmemiştir.Araştırmada kullanılacak ekonometrik modeller yeterli düzeyde açıklanmamıştır. Amaç ve hedefler bölümünde değişkenler arasındaki ilişkinin yönünün Granger nedensellik testiyle araştırılacağı belirtilmekte ancak yöntem bölümünde bundan bahsedilmemektedir. Yöntem bölümünde detay verilmemekle birlikte bahsedilen hipotezlerin birden fazla istatistiksel test ve Lojistik Regresyon analizi ile araştırılacağı belirtilmektedir.Anket formu sunulmadığı ve firma yöneticilerine nasıl sorular yönelteceği hakkında bilgi verilmediği için ekonometrik modellerde hangi değişkenlerin kullanılacağı net değildir.	1
"Test edilecek her bir hipotez için veri setleri, örneklem seçimi ve tahmin edilecek ekonometrik denklemler açıkça ifade edilmektedir. Hedeflenen amaçlar, test edilecek hipotezler ve uygulanacak olan ekonometrik metotlar birbirileriyle uyumludur. Proje önerisinde ücret dağılımı ve gelir dağılımına ilişkin analizler yapılacağı belirtilmiştir. Mevcut veriden ücret dağılımına ilişkin analizlerin yapılması mümkündür; fakat gelir dağılımına ilişkin analizlerin yapılması mümkün değildir. "	5
Projenin özgün değerinin yetersiz bulunması nedeniyle, bu kriterle ilgili değerlendirme rapora yansıtılmamıştır.	2
Proje önerisinden anlaşıldığı kadarıyla projenin her üç aşamasında da araştırma sorularının oyun kuramsal çözümlemesi ve analizi yapılması amaçlanmaktadır. Ayrıca, sonuçların karşılaştırılmalı statik analizi yapılması planlanmaktadır.Proje önerisinde kurulacak modeller ana hatlarıyla belirtilmiş modellemeler hakkında detaylı bilgi sunulmamıştır. Fakat proje önerisinde sunulan soruların araştırılması için verilen ana hatlar uygun gözükmektedir.Projede önerilen yöntem yeterli gelmediğinde, diğer bir deyişle analitik çözüm elde edilemediğinde, araştırmacılar simülasyon yöntemini kullanmayı amaçlamaktadır. Bu noktada, sunulan B planı, yani simülasyon çalışmaları alternatif yöntem için genel olarak uygun gözükmektedir.Sonuç olarak, araştırmacıların sunduğu yöntem ve B planı yeteri kadar belirgin olmasa da, belirtildiği kadarıyla öngörülen amaçlara uygun ve yeterli gözükmektedir.	4
"Projede Consensus data setinden beklentiler kullanılacak ve bu beklentilerin tahminden sapmaları ile hata oluşturulacak ve bu hatanın ayrıştırması yapılacaktır. Hata tahminin yapıldığı ülke ile ilişkilendirilecek ve tahmini yapanların o ülkelerin koşullarından etkilenip etkilenmediği hipotezi test edilecektir. Çalışmanın amaç fonksiyonu doğrultusunda, panel regresyon tahmini yapılması gerekmektedir ve kritik öneme haizdir. Bu aşamada projede uygulanacağı belirtilen yöntemler, panel veri ekonometrisinin kapsamlı literatürü dikkate alındığında, yetersiz kalacaktır. Çalışmanın nihai bulgularının büyük ölçüde güvenilir olması söz konusu bu literatürün takibi ve tatbikini gerektirmektedir. Örneğin; panel birimleri arasında muhtemel yatay kesit bağımlılığı (cross-sectional dependence) sorunu, zaman boyutu dikkate alındığında birim kök ve eş-bütünleşme özellikleri dikkatle incelenmelidir.Proje çerçevesinde birçok ülke aynı anda inceleneceği için regresyon denkleminden farklı kontrol değişkenlerinin özellikle bireyler ile ilgili sabit terim eklenmesinin de dikkate alınabileceği değerlendirilmiştir."	2
Projenin özgün değerinin yetersiz bulunması nedeniyle, bu kriterle ilgili değerlendirme rapora yansıtılmamıştır.	1
Projenin özgün değerinin yetersiz bulunması nedeniyle, bu kriterle ilgili değerlendirme rapora yansıtılmamıştır.	1
Proje çerçevesinde TCMB kredibilitesi farklı yöntemler kullanılarak hesaplanacaktır. Bu yöntemler temelde günlük veri ile olay analizi ve zamana bağlı değişken VAR analizidir. İki yöntemde literatürde konu ile ilgili sık kullanılan yöntemlerdendir. Bununla birlikte yönteme ilişkin aşağıdaki tespitler yapılmıştır:1- Merkez Bankası kredibilitesi için yapılması planlanan olay çalışması analizi regresyon modelinde belirtilen değişkenlere ait tüm örneklem kullanılarak elde edilen  (beta) parametresine ait tahmin değerinin kredibilitenin ölçümü olarak kullanıldığı belirtilmiştir. Türkiye ekonomisinde açık enflasyon hedeflemesi uygulaması sonrası dinamikler göz önünde bulundurulduğunda kredibilite ölçümüne ilişkin bu parametrenin de zaman ile değişebileceği göz ardı edilmiştir.2- Proje önerisinde model kurulurken SWAP oranları ile uzun vadeli beklentilerin şekillendirilmesi amaçlanmaktadır. Fakat bu durum herhangi bir referans ile detaylandırılmamıştır. Dahası diğer kontrol değişkenleri de benzer şekilde atıflar yapılmak suretiyle detaylandırılmamıştır. 3- Proje önerisinde kullanılması planlanan modele dahil edilecek değişkenler net değildir. Bu değişkenlerin de ilgili literatürle ilişkilendirilerek belirtilmemesi bir eksikliktir.4- Her iki aşamada oluşturulan modelin birbirleriyle ilintili olması beklenmektedir. Fakat bu bağlantı görülememiştir.5- Öneri TVP-VAR’larda oluşan katsayı ve özellikle kovaryans matrislerinin zaman içindeki hareketlerini bir bütün olarak modellemek ve bunu yapmak için de rassal matrislerin tahmininde kullanılan Bayesçi yarıparametrik yöntemleri kullanmaktadır. Model parametre matrislerinin zaman içindeki hareketlerinin her dönem sürekli gerçekleşen kesikli değişimlerle modellenmesi yapılacaktır. Öneride TVP-VAR modelinde 2005 yılında Primiceri tarafından önerilen tahmin yöntemi kullanılacağı belirtilmiştir. Bu çalışmada varyans kovaryans matrisinin de rassal yürüyüş ile modellenerek varyansların da bir veri üreten sürecine sahip olduğu görülmektedir. Bu durum, Primiceri (2005) modelinin birebir kullanımıdır. Oysa çalışmada oynaklıklarda ortay çıkacak değişimin beklenen enflasyon veya faiz oranı değişkenlerinin ortalaması üzerindeki etkilerinin analizi öngörülmemiştir.6- TCMB’nin para politikasını gösterecek değişken olarak kullanılacak politika faizinin nasıl seçileceği açık değildir.  Bu konuya değinilmiş ancak tartışılmamıştır. Oysa TCMB para politikasının temel farklılıklarından biri, para politikası araçlarını çok fazla değiştirmiş olmasıdır. Dolayısıyla farklı dönemlerde farklı para politikası araçlarının modele nasıl entegre edileceği detaylandırılmamıştır.	3
Proje önerisinde yer alan konu, literatürde hesaplanabilir genel denge modelleri ve çekim modelleri ile ele alınırken, proje önerisi konuyu çekim modeli ile analiz edecektir. Tercih edilen bu yöntemin araştırma sorularına cevap verme açısından uygun olduğu değerlendirilmiştir. Ancak, Türkiye'nin AB ve ABD'ye ihracatı ve ithalatı dikkate alındığında önemsiz paya sahip olarak nitelendirilen endüstrilerin ve AB ve ABD dış ticaretinde Türkiye'nin rakipleri olarak belirlenecek ülkelerin tespitinde kullanılacak yöntem/ölçüt net olarak belirtilmemektedir.Yöntem kısmındaki panel tahmininde (ki Denklem (10) da yazım hatası var, artılar unutulmuş) zaman boyutu olan bir tahmin yöntemi kullanılmak istenmektedir. Fakat henüz yürürlüğe girmemiş bir anlaşma söz konusu iken buradaki zaman boyutunun neyi ifade ettiği açıklanmamıştır. Ayrıca, Denklem 9 ile Denklem 10 arasındaki geçişkenlik/bağlantı yeterince açıklanmamıştır. Denklem 10’da yer alan değişkenlerin nasıl elde edildiği ve neyi ifade ettiği açık bir şekilde ifade edilmemiştir. Son olarak yapılacak analizlerin hangi dönemi kapsayacağı açıkça belirtilmemiştir. 	4
Projenin özgün değerinin yetersiz bulunması nedeniyle, bu kriterle ilgili değerlendirme rapora yansıtılmamıştır.	2
Proje başvurusunda araştırma yöntemi olarak kullanılacağı ifade edilen ardışık nesiller yöntemi araştırma konusu için uygundur. Proje başvurusunda atıfta bulunulan Hansen ve Imrahoroglu (2008) çalışması da ardışık nesiller yöntemini kullanmaktadır. Proje başvuru sahiplerinin bu yönteme aşina oldukları anlaşılmaktadır. Bununla birlikte, hipotezlerle modelin ilişkisi proje önerisinde yeterince açık bir şekilde kurulamamış olması projenin yönteminin değerlendirmesini zorlaştırmaktadır. 	4
"Yöntemle ilgili aşağıdaki hususlar tespit edilmiştir: Yöntemle ilgili önceki panel raporunda sunulan “Reformdan etkilenme değişkeni bölgedeki alanlara göre yıllık üniversitelerin kontenjanları toplamının bölgede yaşayan 18 yaş nüfusuna oranına karşılık gelmektedir. Bu değişkenin analize dâhil edilmesiyle ilgili bazı noktalar açık değildir. İlk olarak, bu değişkenin artması reformdan etkilenme derecesi ile ilgili yanıltıcı bilgi verebilir, örneğin nüfusu azalan bölgeler için böyle bir durum ortaya çıkacaktır.” eleştirisine tatmin edici cevap sunulamamıştır. Kullanılacak lise değişkeninin mevcut değişkene yöneltilen eleştirilerden beri olmadığı değerlendirilmiştir. HİA veri setlerinde 2/3 yıllık yüksekokul ve 4 yıllık fakülte mezunları ayırt edilememektedir. Projede bu sorundan bahsedilmemektedir ve bu sorunun nasıl aşılacağı ile ilgili bir açıklama bulunmamaktadır. Kısaca projede 2006-2009 yılları arasındaki üniversite sayısında ve öğrenci kontenjanlarında yaşanan artışın etkileri 4 yıllık üniversitelerin mezunları ve kontenjanlarındaki artış üzerinden analiz edilmektedir ve bu bağlamda ön lisans kontenjanlarındaki artışın etkileri ayrıştırılamamaktadır. Bazı denklemlerde bağımsız değişkenlerin tanıtılmaması ve tartışılmaması yöntem açısından sağlıklı bir değerlendirmeyi zorlaştırmaktadır (Omitted variables problemini akla getirmektedir; örneğin okullaşma oranları, eğitime yönelik kamu harcamaları vb. önemli olduğu düşünülen değişkenlerden bahsedilmemiştir. ).Panel “Ölçüm hatasının açıklayıcı değişkenlerden bağımsız olduğu varsayımı altında bu durum reformun üniversitelileşme üzerine etkisinin tutarlı tahmin edilmesine engel olmaz.” ifadesine ölçüm hatasının açıklayıcı değişkenlerden bağımsız olmadığını düşündüğü için katılmamaktadır. Bu argümanı desteklemek için kullanılan Tablo 1 ‘deki verilerde tutarsızlıklar tespit edilmiştir.  Bu tabloda açıköğretime yerleşenlerle açıköğretim kontenjanları tutarsızdır. 11. ve 12. denklemin bu şekilde iki aşamalı olarak tahmin edilmesi başka bir seçim yanlılığının göz ardı edilmesini beraberinde getirmektedir: üniversite mezunu olan her kişi işgücü piyasasına katılmadığı için ücret bilgileri olmayacak ve rassallık bozulacaktır. Üç-aşamalı tahmin yöntemi (ya da double selection model) böylesi bir sorunun çözümü için daha uygun gözükmektedir. "	2
"Proje önerisinde, bir önceki panel raporunda belirtilen bazı hususlara cevap verilmediği ve/veya tatmin edici açıklamalar/değişiklikler getirilmediği görülmektedir. Değişiklik bildirim formunda “Örneklem seçiminde kriter olarak kullanılan 50 yaş, erken emeklileri de dikkate alabilmek için 45 yaşına düşürülmüş, ayrıca SGK 'dan edinilen bilgiler doğrultusunda kadının emeklilik yası 50, erkeğin emeklilik yası 55 alınmıştır. Bu değerler aynı zamanda esik değeri oluşturmuştur.” ifadesi yer almaktadır. Ancak, 5434 sayılı Türkiye Cumhuriyeti Emekli Sandığı Kanunu’nun 40. maddesinde yaş haddi için şu an bile onlarca istisna olduğu göz önüne alınırsa, kullanılması planlanan Regresyon Süreksizliği (RD) yönteminin en önemli noktalarından olan [ayrıntılı tartışma için Lee ve Lemieux (2010)] eşik noktasının 55 yaşı alınması ve bu yöntemin uygunluğu tartışmalıdır. Diğer bir deyişle, aynı yaştaki iki insanın bile farklı emeklilik yaşlarına tabi olabileceği düşünüldüğünde, eşik noktasının herkes için aynı yaş alınması RD yöntemine uygun değildir. Mahalle düzeyinde gelir bilgisinin büyükşehir belediyelerinden elde edileceği ifade edilmektedir. Ancak belediyelerde mahalle düzeyinde sağlıklı gelir verisinin varlığı şüphelidir. Dolayısıyla, bu konuda ikna edici ve daha net bir açıklamaya ihtiyaç duyulmaktadır. Proje önerisinin sağlıklı bir şekilde değerlendirilebilmesi için özellikle tüketim eğilimlerinin nasıl ölçüleceğini gösteren soruları içeren anket taslağının sunulması faydalı olacaktır. David S. Lee & Thomas Lemieux, 2010. ""Regression Discontinuity Designs in Economics,"" Journal of Economic Literature, American Economic Association, vol. 48(2), pages 281-355."	2
Projenin özgün değerinin yetersiz bulunması nedeniyle, bu kriterle ilgili değerlendirme rapora yansıtılmamıştır.	4
Projenin özgün değerinin yetersiz bulunması nedeniyle, bu kriterle ilgili değerlendirme rapora yansıtılmamıştır.	2
Proje önerisinin yöntemi sağlıklı bir değerlendirmeyi mümkün kılacak düzeyde detaylandırılmamıştır. Bununla birlikte aşağıdaki eksiklikler göze çarpmaktadır:‘Mahallem İstanbul’ projesinde mahalle ölçeğinde derlenen veri setinin kapsamı ve toplanan değişkenler ile ilgili açıklamalar yetersizdir. Bu veri seti ile İstanbul'da mahalle düzeyinde mutluluk araştırmasının nasıl yapılacağı yeterince açıklanmamıştır. Analizlerin tamamında kullanılacak sosyoekonomik ve demografik değişkenler tartışılmamış ve tanıtılmamıştır.Mahallem İstanbul verileri ile yapılacak olan kümeleme analizinde hangi tekniğin kullanılacağı hakkında bilgi verilmemiştir. Ters nedensellik ve içsellik problemleri tartışılmamıştır. 	2
Projenin amaçları ile kullanılacak yöntemlerin genel anlamda birbiriyle uyumlu olduğu düşünülmektedir. Ancak, önerilen yöntem ile ilgili eksiklikler şu şekildedir:Proje önerisinde tahmin edilmesi planlanan etkinsizlik modelinde kullanılacak olan açıklayıcı değişkenlerden firma içi/dışı Ar-Ge, Yenilikçilik faaliyetleri için yapılan harcamaların toplamı gibi bilgiler yıllık sanayi ve hizmet istatistikleri veri setinde mevcut değildir. Dolayısıyla bu değişkenlerin nasıl elde edilip kullanılacağı açık değildir.Özgün değer bölümünde de değinildiği üzere, TÜİK’te firma düzeyinde Yenilik İstatistikleri, Ar-Ge İstatistikleri varken neden ayrıca firma düzeyinde anket yapıldığı anlaşılamamıştır.Önceki panel raporunda belirtildiği gibi bu büyüklükteki bir anketi (2.640 firma) firmalarda yapmak son derece zordur. PÖDBF’da hizmet alımı yapılacak firmanın yetkinliğine ilişkin açıklama yapılmış fakat bu sayıda örnekleme sağlıklı bir şekilde ulaşılmasına ilişkin açıklama tatmin edici bulunmamıştır.	3
